Post,id,likes_count,from_id,from_name,message,created_time,type,link,story,comments_count,shares_count,love_count,haha_count,wow_count,sad_count,angry_count
173,635054059945646_430060967421521,1753,6.35E+14,Black Panther,"In two weeks, be a part of the legacy. See Marvel Studios' ""Avengers<U+200B>: Infinity War"" in theaters April 27. Get tickets now: http://www.fandango.com/infinitywar",2018-04-12T16:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/430060967421521/,NA,76,408,392,3,88,2,0
174,635054059945646_430105864083698,1086,6.35E+14,Black Panther,"Donít miss your chance to experience the phenomenon in theaters. Get tickets to Marvel Studios' ""Black Panther"" now: www.fandango.com/blackpanther",2018-04-12T19:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/430105864083698/,NA,35,121,274,4,29,0,0
175,635054059945646_430506957376922,536,6.35E+14,Black Panther,"See Marvel Studios' ""Avengers: Infinity War"" in theaters April 27. Get tickets now: http://www.fandango.com/infinitywar",2018-04-13T16:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/430506957376922/,NA,15,104,98,43,5,0,0
176,635054059945646_430983803995904,312,6.35E+14,Black Panther,"""You guys know I can move things with my mind, right?"" Marvel Studios' ""Avengers: Infinity War"" opens in theaters April 27. #ScarletWitch",2018-04-14T17:08:53+0000,video,https://www.facebook.com/BlackPantherMovie/videos/430983803995904/,NA,9,23,46,0,10,0,0
177,635054059945646_430990410661910,919,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #Thor,2018-04-14T18:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/430990410661910/,NA,24,79,195,2,31,0,0
178,635054059945646_431392953954989,291,6.35E+14,Black Panther,"ìNothing lasts forever.î See Marvel Studios' ""Avengers: Infinity War"" in theaters April 27. #BlackWidow",2018-04-15T17:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/431392953954989/,NA,3,25,28,0,6,0,0
179,635054059945646_431401217287496,462,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #Gamora,2018-04-15T18:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/431401217287496/,NA,13,32,64,0,12,0,0
180,635054059945646_431789013915383,503,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #IronMan,2018-04-16T18:34:02+0000,video,https://www.facebook.com/BlackPantherMovie/videos/431789013915383/,NA,7,59,94,0,18,0,1
181,635054059945646_432158093878475,1491,6.35E+14,Black Panther,"In ten days, destiny arrives. Get your tickets to Marvel Studios' ""Avengers: Infinity War"" now: http://www.fandango.com/infinitywar",2018-04-17T15:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/432158093878475/,NA,89,325,333,2,46,1,0
182,635054059945646_432293683864916,3062,6.35E+14,Black Panther,"Itís all been leading to this. Watch this special look at Marvel Studios' ""Avengers: Infinity War,"" and get tickets now: http://www.fandango.com/infinitywar",2018-04-17T21:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/432293683864916/,NA,98,812,1067,5,122,6,0
183,635054059945646_432723433821941,390,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #TheVision,2018-04-18T17:30:30+0000,video,https://www.facebook.com/BlackPantherMovie/videos/432723433821941/,NA,4,44,70,0,17,0,0
184,635054059945646_432737457153872,669,6.35E+14,Black Panther,"ìI never freeze.î Marvel Studios' ""Avengers: Infinity War"" opens in theaters April 27. #BlackPanther",2018-04-18T19:00:05+0000,video,https://www.facebook.com/BlackPantherMovie/videos/432737457153872/,NA,21,91,163,13,7,0,0
185,635054059945646_433141930446758,633,6.35E+14,Black Panther,"See Marvel Studios' ""Avengers: Infinity War"" in one week. Get tickets: http://www.fandango.com/infinitywar",2018-04-19T20:00:20+0000,video,https://www.facebook.com/BlackPantherMovie/videos/433141930446758/,NA,14,115,133,1,23,0,0
186,635054059945646_433188133775471,475,6.35E+14,Black Panther,ìPuny god.î Marvel Studiosí ìAvengers: Infinity Warî comes to theaters April 27. #Hulk,2018-04-19T23:00:06+0000,video,https://www.facebook.com/BlackPantherMovie/videos/433188133775471/,NA,12,28,69,3,11,0,0
187,635054059945646_433523210408630,628,6.35E+14,Black Panther,"ìThereís one other name you might know me by.î Marvel Studios' ""Avengers: Infinity War"" opens in theaters April 27. #StarLord",2018-04-20T19:00:06+0000,video,https://www.facebook.com/BlackPantherMovie/videos/433523210408630/,NA,13,47,101,19,8,0,0
188,635054059945646_433906080370343,240,6.35E+14,Black Panther,"""Our very strength incites challenge.î See Marvel Studios' ""Avengers: Infinity War"" in theaters April 27. #TheVision",2018-04-21T18:00:04+0000,video,https://www.facebook.com/BlackPantherMovie/videos/433906080370343/,NA,6,15,41,0,10,1,0
189,635054059945646_434108300350121,799,6.35E+14,Black Panther,"In five days, be there for the cinematic event of a lifetime. Get tickets to Marvel Studios' ""Avengers: Infinity War"" now: http://www.fandango.com/infinitywar",2018-04-22T15:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/434108300350121/,NA,19,125,164,1,26,0,0
190,635054059945646_434254503668834,907,6.35E+14,Black Panther,"See Marvel Studios' ""Avengers: Infinity War"" in five days. Get tickets now: http://www.fandango.com/infinitywar",2018-04-22T16:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/434254503668834/,NA,16,181,225,3,17,1,0
191,635054059945646_434450483649236,1113,6.35E+14,Black Panther,"We asked. You answered. The game starts now. Watch the cast of Marvel Studios' ""Avengers: Infinity War"" LIVE on Facebook.",2018-04-22T22:27:22+0000,video,https://www.facebook.com/BlackPantherMovie/videos/434450483649236/,Black Panther was live.,822,340,566,159,9,1,2
192,635054059945646_434889740271977,1185,6.35E+14,Black Panther,"Marvel Studios' ""Avengers: Infinity War"" arrives in four days. Get tickets: http://www.fandango.com/infinitywar",2018-04-23T20:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/434889740271977/,NA,25,267,301,3,44,1,0
193,635054059945646_434917166935901,2145,6.35E+14,Black Panther,"ìWe donít fight for one life. We fight for all of them.î Check out this behind-the-scenes look at Marvel Studios' ""Avengers: Infinity War,"" and tune in to our Facebook Live tonight to watch the red carpet world premiere from Hollywood.",2018-04-23T21:01:05+0000,video,https://www.facebook.com/BlackPantherMovie/videos/434917166935901/,NA,86,499,560,3,70,3,1
194,635054059945646_435327493561535,761,6.35E+14,Black Panther,"In three days, be there when destiny arrives. Get tickets to Marvel Studios' ""Avengers: Infinity War"" now: http://www.fandango.com/infinitywar",2018-04-24T16:56:39+0000,video,https://www.facebook.com/BlackPantherMovie/videos/435327493561535/,NA,23,101,161,0,27,1,0
195,635054059945646_435347566892861,1529,6.35E+14,Black Panther,"See Marvel Studios' ""Avengers: Infinity War"" in three days. Get tickets now: http://www.fandango.com/infinitywar",2018-04-24T18:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/435347566892861/,NA,42,341,401,3,47,2,0
196,635054059945646_435821716845446,1610,6.35E+14,Black Panther,"Be the first to see Marvel Studios' ""Avengers: Infinity War"" tomorrow night. Get tickets now: http://www.fandango.com/infinitywar",2018-04-25T16:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/435821716845446/,NA,66,314,381,2,89,9,0
197,635054059945646_435882546839363,585,6.35E+14,Black Panther,"See Marvel Studios' ""Avengers: Infinity War"" tomorrow night. Get tickets: http://www.fandango.com/infinitywar",2018-04-25T18:00:44+0000,video,https://www.facebook.com/BlackPantherMovie/videos/435882546839363/,NA,14,129,176,2,9,0,0
198,635054059945646_435987233495561,291,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #DoctorStrange,2018-04-25T22:18:51+0000,video,https://www.facebook.com/BlackPantherMovie/videos/435987233495561/,NA,7,23,45,1,4,2,0
199,635054059945646_436423226785295,283,6.35E+14,Black Panther,"The wait is over. See Marvel Studios' ""Avengers: Infinity War"" TONIGHT. Get tickets now: http://www.fandango.com/infinitywar",2018-04-26T16:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/436423226785295/,NA,5,54,56,3,9,1,0
200,635054059945646_436496240111327,51,6.35E+14,Black Panther,"Marvel Studios' ""Avengers: Infinity War"" opens TONIGHT. Get tickets: http://www.fandango.com/infinitywar",2018-04-26T19:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/436496240111327/,NA,3,11,NA,NA,NA,NA,NA
200,635054059945646_436496240111327,51,6.35E+14,Black Panther,"Marvel Studios' ""Avengers: Infinity War"" opens TONIGHT. Get tickets: http://www.fandango.com/infinitywar",2018-04-26T19:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/436496240111327/,NA,3,11,NA,NA,NA,NA,NA
